-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 03/01/2021 through 05/31/2021 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
LAT,LON,YEAR,DOY,PS,WS10M,PRECTOTCORR,RH2M,T2M_MAX,T2M_MIN
49.75,32.25,2021,63,100.01,5.91,0.05,92.54,5.74,-5.08
49.75,32.75,2021,63,100.05,5.8,0.05,93.96,4.92,-5.6
49.75,33.25,2021,63,100.01,5.82,0.06,94.74,4.8,-5.66
49.75,33.75,2021,63,99.96,6.07,0.08,93.97,5.24,-4.97
49.75,34.25,2021,63,99.88,6.39,0.09,92.69,5.68,-4.92
49.75,34.75,2021,63,99.77,6.81,0.08,90.74,6.5,-4.52
49.75,35.25,2021,63,99.61,7.23,0.07,89.08,7.23,-4.06
49.75,35.75,2021,63,99.47,7.6,0.06,87.9,7.68,-3.7
49.75,36.25,2021,63,99.54,7.86,0.05,86.62,7.89,-3.44
49.75,36.75,2021,63,99.61,8.17,0.05,85.05,8.19,-3.04
49.75,37.25,2021,63,99.62,8.42,0.06,84.17,8.09,-2.85
49.75,37.75,2021,63,99.63,8.57,0.06,83.71,7.84,-2.9
49.75,38.25,2021,63,99.64,8.65,0.07,83.5,7.58,-3.13
49.75,38.75,2021,63,99.64,8.75,0.09,83.5,7.34,-3.39
50.25,29.25,2021,63,98.87,5.96,0.19,93.6,6.61,-1.97
50.25,29.75,2021,63,99.09,5.97,0.19,93.31,6.73,-2.27
50.25,30.25,2021,63,99.34,5.99,0.18,93.02,6.96,-2.6
50.25,30.75,2021,63,99.59,5.96,0.17,93.1,7.01,-3.13
50.25,31.25,2021,63,99.78,5.82,0.17,93.88,6.48,-4.27
50.25,31.75,2021,63,99.81,5.44,0.2,95.55,4.58,-5.31
50.25,32.25,2021,63,99.78,5.2,0.21,96.66,3.24,-5.95
50.25,32.75,2021,63,99.73,5.21,0.22,97.26,2.53,-6.34
50.25,33.25,2021,63,99.67,5.42,0.22,97.45,2.33,-6.57
50.25,33.75,2021,63,99.62,5.68,0.21,97.38,2.26,-6.64
50.25,34.25,2021,63,99.54,5.87,0.18,97.35,1.99,-7.27
50.25,34.75,2021,63,99.46,6.21,0.14,96.18,2.53,-7.21
50.25,35.25,2021,63,99.33,6.56,0.11,94.92,3.28,-6.87
50.25,35.75,2021,63,99.2,6.87,0.09,93.91,3.92,-6.37
50.25,36.25,2021,63,99.19,7.15,0.08,92.81,4.44,-5.54
50.25,36.75,2021,63,99.24,7.62,0.07,90.59,5.3,-4.51
50.25,37.25,2021,63,99.25,7.92,0.07,89.19,5.88,-3.88
50.25,37.75,2021,63,99.27,8.14,0.08,88.44,6.02,-3.85
50.25,38.25,2021,63,99.31,8.31,0.1,88.18,5.8,-4.3
50.25,38.75,2021,63,99.32,8.47,0.12,88.28,5.57,-4.81
50.75,29.25,2021,63,99.16,5.77,0.35,95.16,6.27,-2.27
50.75,29.75,2021,63,99.35,5.73,0.37,95.09,6.22,-2.57
50.75,30.25,2021,63,99.54,5.65,0.38,95.04,6.14,-2.95
50.75,30.75,2021,63,99.71,5.48,0.37,95.32,5.81,-3.57
50.75,31.25,2021,63,99.78,5.16,0.4,96.22,4.94,-4.79
50.75,31.75,2021,63,99.7,5.09,0.41,97.42,3.04,-5.23
50.75,32.25,2021,63,99.59,5.09,0.41,97.83,2.01,-5.78
50.75,32.75,2021,63,99.48,5.19,0.39,97.96,1.56,-6.43
50.75,33.25,2021,63,99.39,5.36,0.34,98.04,1.38,-7.08
50.75,33.75,2021,63,99.33,5.58,0.28,98.09,1.2,-7.52
50.75,34.25,2021,63,99.27,5.82,0.2,97.99,0.95,-7.75
50.75,34.75,2021,63,99.18,6.04,0.15,97.86,0.78,-7.89
50.75,35.25,2021,63,99.08,6.26,0.12,97.62,0.73,-7.79
50.75,35.75,2021,63,98.94,6.52,0.12,97.24,0.84,-7.41
50.75,36.25,2021,63,98.8,6.81,0.12,96.72,1.14,-6.81
50.75,36.75,2021,63,98.81,7.17,0.13,95.39,1.68,-5.88
50.75,37.25,2021,63,98.85,7.39,0.12,94.46,2.27,-5.11
50.75,37.75,2021,63,98.94,7.56,0.12,93.85,2.6,-4.95
50.75,38.25,2021,63,99.07,7.71,0.12,93.53,2.66,-5.39
50.75,38.75,2021,63,99.19,7.77,0.13,93.53,2.68,-6.01
51.25,29.25,2021,63,99.32,5.41,0.56,96.15,5.9,-2.86
51.25,29.75,2021,63,99.52,5.3,0.56,96.27,5.76,-3.17
51.25,30.25,2021,63,99.63,5.18,0.55,96.44,5.23,-3.54
51.25,30.75,2021,63,99.64,5.0,0.51,96.88,4.13,-4.16
51.25,31.25,2021,63,99.62,4.79,0.49,97.62,2.87,-5.03
51.25,31.75,2021,63,99.6,4.88,0.44,98.15,2.04,-5.63
51.25,32.25,2021,63,99.52,5.0,0.39,98.19,1.49,-6.64
51.25,32.75,2021,63,99.41,5.14,0.34,98.15,1.15,-7.21
51.25,33.25,2021,63,99.27,5.32,0.28,98.16,0.93,-7.16
51.25,33.75,2021,63,99.15,5.59,0.23,98.06,0.76,-7.02
51.25,34.25,2021,63,99.04,5.89,0.19,97.81,0.57,-7.11
51.25,34.75,2021,63,98.95,6.12,0.16,97.56,0.46,-7.07
51.25,35.25,2021,63,98.84,6.37,0.16,97.34,0.41,-6.84
51.25,35.75,2021,63,98.69,6.68,0.19,97.12,0.41,-6.48
51.25,36.25,2021,63,98.5,7.02,0.21,96.88,0.44,-6.21
51.25,36.75,2021,63,98.48,7.24,0.22,96.6,0.49,-5.71
51.25,37.25,2021,63,98.54,7.4,0.21,96.31,0.54,-5.19
51.25,37.75,2021,63,98.65,7.52,0.19,96.01,0.63,-4.85
51.25,38.25,2021,63,98.83,7.61,0.17,95.66,0.76,-4.88
51.25,38.75,2021,63,99.08,7.6,0.15,95.16,0.91,-5.42
51.75,29.25,2021,63,99.41,4.92,0.54,97.38,3.11,-4.57
51.75,29.75,2021,63,99.52,4.92,0.5,97.4,3.04,-4.51
51.75,30.25,2021,63,99.56,4.91,0.46,97.56,2.66,-4.73
51.75,30.75,2021,63,99.52,4.86,0.42,97.92,1.86,-5.37
51.75,31.25,2021,63,99.44,4.87,0.36,98.25,1.15,-6.27
51.75,31.75,2021,63,99.41,5.02,0.32,98.3,1.1,-6.64
51.75,32.25,2021,63,99.32,5.16,0.28,98.24,0.94,-7.1
51.75,32.75,2021,63,99.22,5.29,0.26,98.14,0.79,-7.24
51.75,33.25,2021,63,99.11,5.46,0.25,98.02,0.66,-7.06
51.75,33.75,2021,63,98.97,5.71,0.25,97.88,0.49,-6.88
51.75,34.25,2021,63,98.84,5.96,0.25,97.6,0.37,-6.96
51.75,34.75,2021,63,98.76,6.18,0.24,97.29,0.37,-6.95
51.75,35.25,2021,63,98.65,6.44,0.26,97.05,0.4,-6.77
51.75,35.75,2021,63,98.49,6.74,0.29,96.91,0.43,-6.43
51.75,36.25,2021,63,98.32,7.06,0.32,96.81,0.45,-6.09
51.75,36.75,2021,63,98.34,7.26,0.3,96.49,0.45,-5.75
51.75,37.25,2021,63,98.38,7.4,0.29,96.2,0.44,-5.39
51.75,37.75,2021,63,98.46,7.53,0.26,95.95,0.43,-5.05
51.75,38.25,2021,63,98.59,7.67,0.22,95.63,0.42,-4.85
51.75,38.75,2021,63,98.84,7.74,0.19,95.03,0.46,-5.01
52.25,29.25,2021,63,99.4,4.8,0.37,97.87,0.7,-5.43
52.25,29.75,2021,63,99.41,4.88,0.35,97.98,0.65,-5.52
52.25,30.25,2021,63,99.41,4.94,0.33,98.08,0.61,-5.85
52.25,30.75,2021,63,99.39,4.99,0.33,98.16,0.58,-6.37
52.25,31.25,2021,63,99.31,5.1,0.3,98.19,0.56,-7.09
52.25,31.75,2021,63,99.19,5.29,0.3,98.16,0.56,-7.1
52.25,32.25,2021,63,99.03,5.47,0.31,98.06,0.53,-6.97
52.25,32.75,2021,63,98.93,5.57,0.3,97.92,0.5,-6.89
52.25,33.25,2021,63,98.9,5.6,0.29,97.75,0.48,-6.89
52.25,33.75,2021,63,98.86,5.59,0.3,97.5,0.46,-6.88
52.25,34.25,2021,63,98.69,5.9,0.32,97.32,0.4,-7.03
52.25,34.75,2021,63,98.51,6.24,0.33,97.08,0.42,-7.18
52.25,35.25,2021,63,98.37,6.56,0.33,96.8,0.44,-7.1
52.25,35.75,2021,63,98.28,6.86,0.34,96.54,0.44,-6.79
52.25,36.25,2021,63,98.16,7.17,0.35,96.34,0.43,-6.5
52.25,36.75,2021,63,98.19,7.31,0.32,96.07,0.4,-6.01
52.25,37.25,2021,63,98.27,7.41,0.29,95.76,0.42,-5.62
52.25,37.75,2021,63,98.37,7.55,0.26,95.44,0.42,-5.29
52.25,38.25,2021,63,98.48,7.72,0.24,95.1,0.39,-4.95
52.25,38.75,2021,63,98.65,7.8,0.23,94.62,0.4,-4.53
52.75,29.25,2021,63,99.23,4.91,0.36,97.44,0.49,-5.42
52.75,29.75,2021,63,99.24,4.94,0.36,97.61,0.48,-5.92
52.75,30.25,2021,63,99.23,4.99,0.36,97.78,0.47,-6.38
52.75,30.75,2021,63,99.2,5.07,0.34,97.92,0.45,-6.74
52.75,31.25,2021,63,99.15,5.19,0.33,98.0,0.44,-7.04
52.75,31.75,2021,63,99.03,5.37,0.33,97.98,0.43,-6.99
52.75,32.25,2021,63,98.87,5.53,0.33,97.84,0.42,-7.01
52.75,32.75,2021,63,98.77,5.59,0.33,97.71,0.41,-6.98
52.75,33.25,2021,63,98.73,5.57,0.31,97.58,0.41,-6.85
52.75,33.75,2021,63,98.74,5.54,0.3,97.25,0.45,-6.58
52.75,34.25,2021,63,98.57,5.89,0.32,97.1,0.41,-6.7
52.75,34.75,2021,63,98.34,6.27,0.34,96.95,0.4,-6.9
52.75,35.25,2021,63,98.2,6.62,0.34,96.65,0.37,-6.95
52.75,35.75,2021,63,98.15,6.91,0.33,96.25,0.31,-6.79
52.75,36.25,2021,63,98.07,7.17,0.34,96.0,0.26,-6.54
52.75,36.75,2021,63,98.01,7.36,0.31,95.78,0.2,-5.98
52.75,37.25,2021,63,98.01,7.53,0.29,95.44,0.2,-5.48
52.75,37.75,2021,63,98.1,7.73,0.27,94.99,0.23,-4.97
52.75,38.25,2021,63,98.25,7.9,0.27,94.48,0.29,-4.43
52.75,38.75,2021,63,98.43,7.96,0.27,94.0,0.35,-3.82
53.25,29.25,2021,63,99.0,4.92,0.4,96.92,0.34,-5.85
53.25,29.75,2021,63,99.02,5.03,0.4,96.97,0.33,-6.2
53.25,30.25,2021,63,99.02,5.12,0.39,97.11,0.31,-6.51
53.25,30.75,2021,63,98.99,5.2,0.37,97.34,0.29,-6.79
53.25,31.25,2021,63,98.94,5.34,0.35,97.47,0.31,-7.07
53.25,31.75,2021,63,98.83,5.45,0.35,97.47,0.31,-7.08
53.25,32.25,2021,63,98.7,5.44,0.35,97.47,0.32,-7.14
53.25,32.75,2021,63,98.57,5.29,0.36,97.59,0.29,-7.09
53.25,33.25,2021,63,98.49,5.18,0.37,97.65,0.25,-6.88
53.25,33.75,2021,63,98.47,5.46,0.37,97.12,0.28,-6.58
53.25,34.25,2021,63,98.41,5.84,0.39,96.72,0.26,-6.52
53.25,34.75,2021,63,98.29,6.21,0.41,96.57,0.19,-6.56
53.25,35.25,2021,63,98.18,6.55,0.42,96.36,0.11,-6.55
53.25,35.75,2021,63,98.11,6.82,0.44,96.03,0.03,-6.4
53.25,36.25,2021,63,98.05,7.05,0.45,95.78,-0.02,-6.09
53.25,36.75,2021,63,97.91,7.34,0.48,95.61,-0.1,-5.65
53.25,37.25,2021,63,97.81,7.61,0.52,95.34,-0.14,-5.12
53.25,37.75,2021,63,97.85,7.86,0.52,94.85,-0.09,-4.51
53.25,38.25,2021,63,98.0,8.06,0.49,94.21,0.03,-3.9
53.25,38.75,2021,63,98.16,8.11,0.48,93.69,0.17,-3.44
43.75,29.25,2021,64,101.32,5.48,0.0,84.19,11.34,6.84
43.75,29.75,2021,64,101.4,6.17,0.0,87.46,10.52,7.97
43.75,30.25,2021,64,101.41,6.72,0.0,88.94,10.16,8.54
43.75,30.75,2021,64,101.42,7.02,0.0,89.42,9.83,8.63
43.75,31.25,2021,64,101.44,7.24,0.0,89.59,9.37,8.31
43.75,31.75,2021,64,101.46,7.48,0.0,89.42,9.19,8.05
43.75,32.25,2021,64,101.48,7.57,0.0,88.62,9.17,7.86
43.75,32.75,2021,64,101.5,7.54,0.0,87.55,9.2,7.68
43.75,33.25,2021,64,101.52,7.41,0.0,86.32,9.24,7.5
43.75,33.75,2021,64,101.54,7.24,0.0,84.88,9.3,7.38
43.75,34.25,2021,64,101.58,7.09,0.0,83.22,9.31,7.22
43.75,34.75,2021,64,101.61,7.09,0.0,81.56,9.23,7.17
43.75,35.25,2021,64,101.63,7.2,0.0,80.09,9.13,7.16
43.75,35.75,2021,64,101.65,7.38,0.0,79.23,9.01,7.16
43.75,36.25,2021,64,101.69,7.66,0.0,79.53,8.88,7.15
43.75,36.75,2021,64,101.73,7.94,0.0,79.33,8.92,7.22
43.75,37.25,2021,64,101.77,8.23,0.0,78.83,8.91,7.29
43.75,37.75,2021,64,101.82,8.41,0.0,77.59,8.94,7.3
43.75,38.25,2021,64,101.82,8.42,0.0,75.76,9.03,7.15
43.75,38.75,2021,64,101.69,8.18,0.0,74.06,9.04,6.73
44.25,29.25,2021,64,101.24,5.21,0.0,81.99,10.95,5.38
44.25,29.75,2021,64,101.34,5.7,0.0,85.99,9.9,6.59
44.25,30.25,2021,64,101.35,6.22,0.0,88.37,9.53,7.52
44.25,30.75,2021,64,101.36,6.66,0.0,88.77,9.41,8.21
44.25,31.25,2021,64,101.37,6.96,0.0,88.34,9.23,8.52
44.25,31.75,2021,64,101.39,7.13,0.0,88.22,9.3,8.3
44.25,32.25,2021,64,101.4,7.23,0.0,87.92,9.38,8.14
44.25,32.75,2021,64,101.38,7.17,0.0,87.66,9.45,7.85
44.25,33.25,2021,64,101.09,6.91,0.0,87.6,9.52,7.12
44.25,33.75,2021,64,100.12,6.43,0.0,87.88,9.64,5.52
44.25,34.25,2021,64,100.48,6.7,0.0,85.78,9.54,6.22
44.25,34.75,2021,64,101.14,7.26,0.0,83.88,9.46,6.96
44.25,35.25,2021,64,101.54,7.86,0.0,82.36,9.32,7.32
44.25,35.75,2021,64,101.59,8.34,0.0,81.22,9.16,7.3
44.25,36.25,2021,64,101.63,8.62,0.0,80.38,9.14,7.33
44.25,36.75,2021,64,101.67,8.93,0.0,79.22,9.24,7.4
44.25,37.25,2021,64,101.56,8.95,0.0,78.6,9.05,7.16
44.25,37.75,2021,64,101.34,8.72,0.0,78.08,8.87,6.58
44.25,38.25,2021,64,100.99,8.1,0.0,77.54,8.74,5.55
44.25,38.75,2021,64,100.41,6.82,0.0,77.19,8.49,3.78
44.75,29.25,2021,64,101.12,4.87,0.0,79.71,12.32,3.54
44.75,29.75,2021,64,101.26,5.18,0.01,83.28,10.67,4.94
44.75,30.25,2021,64,101.28,5.56,0.01,86.71,9.48,6.02
44.75,30.75,2021,64,101.29,6.01,0.01,88.59,8.92,6.92
44.75,31.25,2021,64,101.3,6.43,0.01,88.44,8.91,7.85
44.75,31.75,2021,64,101.31,6.56,0.0,87.64,9.16,8.13
44.75,32.25,2021,64,101.33,6.72,0.0,87.34,9.25,8.19
44.75,32.75,2021,64,101.28,6.76,0.0,87.51,9.45,7.83
44.75,33.25,2021,64,100.85,6.6,0.0,87.78,9.96,6.64
44.75,33.75,2021,64,99.53,6.21,0.0,87.53,10.96,3.98
44.75,34.25,2021,64,98.76,6.25,0.0,85.33,11.2,3.51
44.75,34.75,2021,64,99.64,6.7,0.0,83.58,11.18,4.4
44.75,35.25,2021,64,100.74,7.68,0.0,82.97,10.51,5.69
44.75,35.75,2021,64,101.33,8.79,0.01,82.86,9.54,6.67
44.75,36.25,2021,64,101.43,9.19,0.01,81.28,9.37,6.81
44.75,36.75,2021,64,101.49,9.28,0.0,79.16,9.35,6.84
44.75,37.25,2021,64,101.21,9.04,0.0,78.1,9.29,5.87
44.75,37.75,2021,64,100.88,8.43,0.0,78.09,9.35,4.36
44.75,38.25,2021,64,100.58,7.47,0.0,79.06,9.44,2.58
44.75,38.75,2021,64,100.25,6.34,0.0,80.91,9.24,0.57
45.25,29.25,2021,64,101.0,4.21,0.01,77.47,14.31,1.5
45.25,29.75,2021,64,101.16,4.45,0.05,80.04,12.26,3.32
45.25,30.25,2021,64,101.22,4.73,0.07,84.12,10.19,4.55
45.25,30.75,2021,64,101.24,5.06,0.07,88.06,8.75,5.15
45.25,31.25,2021,64,101.25,5.48,0.08,90.19,7.93,6.05
45.25,31.75,2021,64,101.26,5.71,0.04,90.09,8.32,6.66
45.25,32.25,2021,64,101.22,5.97,0.02,89.46,8.48,6.86
45.25,32.75,2021,64,101.12,6.16,0.02,88.16,9.33,6.4
45.25,33.25,2021,64,100.91,6.31,0.01,86.03,11.08,5.31
45.25,33.75,2021,64,100.51,6.5,0.0,82.91,13.15,3.86
45.25,34.25,2021,64,99.41,6.28,0.0,80.86,14.12,1.94
45.25,34.75,2021,64,99.75,6.13,0.0,80.91,13.41,1.99
45.25,35.25,2021,64,100.56,6.64,0.01,82.48,11.38,3.23
45.25,35.75,2021,64,101.2,7.72,0.01,84.2,9.1,4.69
45.25,36.25,2021,64,101.26,8.61,0.02,83.88,8.32,5.14
45.25,36.75,2021,64,101.34,8.71,0.01,81.88,8.18,5.22
45.25,37.25,2021,64,101.26,8.5,0.01,79.42,8.84,4.36
45.25,37.75,2021,64,101.21,8.05,0.0,78.09,10.06,2.87
45.25,38.25,2021,64,101.24,7.51,0.0,78.61,11.18,1.23
45.25,38.75,2021,64,101.29,7.06,0.0,80.94,11.05,0.14
45.75,29.25,2021,64,100.57,3.57,0.03,78.97,14.04,0.04
45.75,29.75,2021,64,100.83,3.62,0.06,79.62,12.9,1.08
45.75,30.25,2021,64,101.02,3.69,0.11,82.48,11.03,2.33
45.75,30.75,2021,64,101.15,3.86,0.17,87.26,8.74,3.4
45.75,31.25,2021,64,101.21,4.3,0.22,91.66,6.73,3.98
45.75,31.75,2021,64,101.22,4.62,0.16,93.28,6.83,4.31
45.75,32.25,2021,64,101.17,4.97,0.09,92.49,6.98,4.59
45.75,32.75,2021,64,101.07,5.28,0.04,89.59,8.35,4.32
45.75,33.25,2021,64,100.97,5.59,0.02,85.54,10.79,3.58
45.75,33.75,2021,64,100.92,5.96,0.0,81.94,12.84,3.07
45.75,34.25,2021,64,100.95,6.03,0.0,79.44,13.94,2.29
45.75,34.75,2021,64,101.05,5.84,0.0,80.14,12.67,2.15
45.75,35.25,2021,64,101.2,5.93,0.0,82.62,10.04,2.49
45.75,35.75,2021,64,101.31,6.56,0.01,85.34,7.36,3.07
45.75,36.25,2021,64,101.31,7.67,0.01,86.72,6.23,3.58
45.75,36.75,2021,64,101.38,8.12,0.01,86.14,6.05,3.75
45.75,37.25,2021,64,101.46,8.09,0.01,83.9,6.64,3.61
45.75,37.75,2021,64,101.52,7.82,0.0,81.35,8.34,2.91
45.75,38.25,2021,64,101.54,7.46,0.0,79.72,10.56,1.79
45.75,38.75,2021,64,101.45,7.02,0.0,80.09,11.84,0.74
46.25,29.25,2021,64,100.02,3.02,0.09,81.24,13.02,-0.74
46.25,29.75,2021,64,100.36,2.94,0.08,80.9,12.89,-0.58
46.25,30.25,2021,64,100.68,2.76,0.14,82.25,11.74,0.44
46.25,30.75,2021,64,100.93,2.6,0.26,86.11,9.4,1.91
46.25,31.25,2021,64,101.1,2.82,0.31,91.06,6.92,2.34
46.25,31.75,2021,64,101.13,3.1,0.22,92.34,6.85,2.8
46.25,32.25,2021,64,101.1,3.45,0.14,90.54,7.87,3.14
46.25,32.75,2021,64,101.06,3.86,0.07,87.21,9.74,3.13
46.25,33.25,2021,64,101.03,4.31,0.03,83.84,11.84,2.82
46.25,33.75,2021,64,100.98,4.75,0.01,81.81,13.11,2.5
46.25,34.25,2021,64,101.01,4.99,0.02,80.34,13.62,2.26
46.25,34.75,2021,64,101.08,5.16,0.02,80.7,12.52,2.09
46.25,35.25,2021,64,101.16,5.48,0.02,82.88,10.12,2.05
46.25,35.75,2021,64,101.24,6.12,0.01,85.96,7.31,2.17
46.25,36.25,2021,64,101.3,7.17,0.01,88.19,5.49,2.44
46.25,36.75,2021,64,101.36,7.79,0.0,89.04,4.63,2.71
46.25,37.25,2021,64,101.41,7.94,0.0,88.03,4.73,2.8
46.25,37.75,2021,64,101.43,7.89,0.0,85.31,6.38,2.56
46.25,38.25,2021,64,101.41,7.71,0.0,82.03,9.05,1.93
46.25,38.75,2021,64,101.33,7.28,0.01,80.41,11.14,0.96
46.75,29.25,2021,64,99.78,2.42,0.46,83.83,11.77,-0.99
46.75,29.75,2021,64,100.03,2.44,0.44,83.07,11.99,-0.87
46.75,30.25,2021,64,100.26,2.32,0.5,83.51,11.69,-0.35
46.75,30.75,2021,64,100.51,2.1,0.61,85.73,10.66,0.44
46.75,31.25,2021,64,100.73,2.11,0.58,88.78,9.31,1.01
46.75,31.75,2021,64,100.82,2.33,0.42,88.41,9.42,1.61
46.75,32.25,2021,64,100.8,2.46,0.34,87.09,10.47,2.06
46.75,32.75,2021,64,100.77,2.69,0.26,85.34,11.82,2.16
46.75,33.25,2021,64,100.75,3.07,0.16,84.06,12.74,1.95
46.75,33.75,2021,64,100.68,3.58,0.11,84.53,12.45,1.69
46.75,34.25,2021,64,100.66,3.9,0.1,83.01,13.2,1.74
46.75,34.75,2021,64,100.69,4.19,0.1,82.18,13.25,1.51
46.75,35.25,2021,64,100.73,4.59,0.09,82.54,12.29,1.3
46.75,35.75,2021,64,100.75,5.2,0.06,84.34,10.44,1.23
46.75,36.25,2021,64,100.73,6.08,0.04,87.56,8.27,1.21
46.75,36.75,2021,64,100.82,6.82,0.01,89.26,6.85,1.28
46.75,37.25,2021,64,100.99,7.2,0.01,89.58,5.7,1.56
46.75,37.75,2021,64,101.16,7.4,0.01,88.19,5.98,1.6
46.75,38.25,2021,64,101.25,7.5,0.0,85.66,7.52,1.31
46.75,38.75,2021,64,101.23,7.43,0.01,83.44,8.87,0.97
47.25,29.25,2021,64,99.51,2.32,2.2,87.78,10.3,-0.57
47.25,29.75,2021,64,99.62,2.38,2.27,87.07,10.38,-0.61
47.25,30.25,2021,64,99.81,2.44,2.26,87.29,10.37,-0.55
47.25,30.75,2021,64,100.07,2.43,2.16,88.52,10.2,-0.28
47.25,31.25,2021,64,100.27,2.4,1.85,89.59,10.15,0.31
47.25,31.75,2021,64,100.37,2.51,1.44,88.02,10.55,0.7
47.25,32.25,2021,64,100.41,2.52,1.16,87.06,10.73,1.01
47.25,32.75,2021,64,100.41,2.57,0.9,86.8,10.84,1.2
47.25,33.25,2021,64,100.42,2.78,0.62,87.26,10.7,1.22
47.25,33.75,2021,64,100.46,3.2,0.44,88.41,9.86,1.01
47.25,34.25,2021,64,100.51,3.54,0.38,87.81,10.08,1.36
47.25,34.75,2021,64,100.48,3.72,0.35,86.68,11.02,1.44
47.25,35.25,2021,64,100.35,3.9,0.33,86.27,11.42,1.18
47.25,35.75,2021,64,100.13,4.21,0.3,87.06,10.92,0.76
47.25,36.25,2021,64,99.82,4.67,0.25,88.81,9.99,0.7
47.25,36.75,2021,64,99.74,5.26,0.16,89.11,9.54,0.53
47.25,37.25,2021,64,99.98,5.82,0.12,89.71,8.31,0.48
47.25,37.75,2021,64,100.32,6.38,0.09,89.7,7.57,0.45
47.25,38.25,2021,64,100.61,6.87,0.06,88.74,7.68,0.42
47.25,38.75,2021,64,100.78,7.15,0.06,87.06,8.03,0.46
47.75,29.25,2021,64,99.1,2.54,5.14,92.64,7.38,-0.2
47.75,29.75,2021,64,99.21,2.6,5.36,92.46,7.16,-0.26
47.75,30.25,2021,64,99.44,2.72,5.32,92.24,7.24,-0.25
47.75,30.75,2021,64,99.71,2.82,4.94,92.12,7.51,-0.15
47.75,31.25,2021,64,99.81,2.79,4.24,92.22,7.86,0.08
47.75,31.75,2021,64,99.76,2.8,3.58,90.84,8.35,0.12
47.75,32.25,2021,64,99.86,2.84,2.92,88.96,8.87,0.13
47.75,32.75,2021,64,99.97,2.88,2.22,88.01,9.06,0.23
47.75,33.25,2021,64,100.05,2.93,1.57,88.26,8.87,0.37
47.75,33.75,2021,64,100.17,3.04,1.17,88.78,8.59,0.28
47.75,34.25,2021,64,100.23,3.29,1.1,90.06,8.02,0.44
47.75,34.75,2021,64,100.22,3.49,1.08,90.24,8.33,0.82
47.75,35.25,2021,64,100.09,3.7,1.07,90.76,8.5,0.9
47.75,35.75,2021,64,99.84,3.92,1.05,91.84,8.18,0.7
47.75,36.25,2021,64,99.55,4.11,1.02,92.56,7.72,0.76
47.75,36.75,2021,64,99.31,4.39,0.87,92.29,7.72,0.72
47.75,37.25,2021,64,99.28,4.7,0.76,92.28,7.62,0.34
47.75,37.75,2021,64,99.37,5.19,0.69,92.29,7.53,-0.11
47.75,38.25,2021,64,99.52,5.8,0.64,92.03,7.5,-0.41
47.75,38.75,2021,64,99.72,6.28,0.56,91.16,7.51,-0.35
48.25,29.25,2021,64,98.69,2.57,7.84,94.57,4.89,-0.77
48.25,29.75,2021,64,98.9,2.64,7.97,94.2,4.96,-0.7
48.25,30.25,2021,64,99.15,2.79,7.7,93.8,5.13,-0.64
48.25,30.75,2021,64,99.32,2.96,7.01,93.49,5.29,-0.61
48.25,31.25,2021,64,99.29,3.04,6.01,93.44,5.47,-0.66
48.25,31.75,2021,64,99.2,3.11,5.3,92.71,5.97,-0.75
48.25,32.25,2021,64,99.33,3.23,4.52,91.24,6.66,-0.74
48.25,32.75,2021,64,99.5,3.33,3.61,89.9,7.11,-0.7
48.25,33.25,2021,64,99.63,3.38,2.71,89.12,7.23,-0.65
48.25,33.75,2021,64,99.78,3.41,2.15,88.84,7.25,-0.6
48.25,34.25,2021,64,99.81,3.44,2.09,89.74,7.0,-0.56
48.25,34.75,2021,64,99.9,3.53,2.07,90.29,6.97,-0.36
48.25,35.25,2021,64,99.89,3.72,2.1,90.85,6.89,-0.1
48.25,35.75,2021,64,99.78,3.97,2.13,91.7,6.61,0.11
48.25,36.25,2021,64,99.67,4.14,2.02,93.0,6.12,0.26
48.25,36.75,2021,64,99.48,4.38,1.88,93.8,5.74,0.34
48.25,37.25,2021,64,99.25,4.51,1.8,94.24,5.48,0.3
48.25,37.75,2021,64,99.06,4.76,1.75,94.62,5.32,0.05
48.25,38.25,2021,64,98.98,5.15,1.72,94.86,5.21,-0.31
48.25,38.75,2021,64,99.01,5.49,1.72,94.56,5.14,-0.49
48.75,29.25,2021,64,98.39,2.71,9.14,93.14,4.59,-1.49
48.75,29.75,2021,64,98.59,2.8,8.84,93.03,4.71,-1.41
48.75,30.25,2021,64,98.8,2.94,8.11,92.91,4.68,-1.36
48.75,30.75,2021,64,98.98,3.08,7.0,92.74,4.55,-1.32
48.75,31.25,2021,64,99.07,3.18,5.78,92.47,4.59,-1.28
48.75,31.75,2021,64,99.11,3.31,5.14,91.67,5.02,-1.22
48.75,32.25,2021,64,99.25,3.54,4.53,90.92,5.26,-1.12
